Mod:Item:MetaData, Localized Name
gregtech:gt.meta.dustSmall:8222, oredict.dustSmallWoodTreated.name
gregtech:gt.meta.dustSmall:8223, oredict.dustSmallLiveRoot.name
gregtech:gt.meta.dustSmall:8224, oredict.dustSmallWoodRubber.name
gregtech:gt.meta.dustSmall:8225, oredict.dustSmallCeramic.name
gregtech:gt.meta.dustSmall:8226, oredict.dustSmallPhosphorite.name
gregtech:gt.meta.dustSmall:8227, oredict.dustSmallPeanutWood.name
gregtech:gt.meta.dustSmall:8228, oredict.dustSmallIndigo.name
gregtech:gt.meta.dustSmall:8229, oredict.dustSmallCobaltHexahydrate.name
gregtech:gt.meta.dustSmall:8230, oredict.dustSmallSodiumBisulfate.name
gregtech:gt.meta.dustSmall:8231, oredict.dustSmallSodiumPyrosulfate.name
gregtech:gt.meta.dustSmall:8232, oredict.dustSmallPotassiumBisulfate.name
gregtech:gt.meta.dustSmall:8233, oredict.dustSmallPotassiumPyrosulfate.name
gregtech:gt.meta.dustSmall:8234, oredict.dustSmallVanadiumPentoxide.name
gregtech:gt.meta.dustSmall:8235, oredict.dustSmallWax.name
gregtech:gt.meta.dustSmall:8236, oredict.dustSmallWaxBee.name
gregtech:gt.meta.dustSmall:8237, oredict.dustSmallWaxRefractory.name
gregtech:gt.meta.dustSmall:8238, oredict.dustSmallWaxParaffin.name
gregtech:gt.meta.dustSmall:8239, oredict.dustSmallWaxPlant.name
gregtech:gt.meta.dustSmall:8240, oredict.dustSmallWaxMagic.name
gregtech:gt.meta.dustSmall:8242, oredict.dustSmallIodineSalt.name
gregtech:gt.meta.dustSmall:8243, oredict.dustSmallSilverIodide.name
gregtech:gt.meta.dustSmall:8245, oredict.dustSmallPetrotheum.name
gregtech:gt.meta.dustSmall:8246, oredict.dustSmallAerotheum.name
gregtech:gt.meta.dustSmall:8247, oredict.dustSmallBasalz.name
gregtech:gt.meta.dustSmall:8248, oredict.dustSmallBlitz.name
gregtech:gt.meta.dustSmall:8249, oredict.dustSmallDynamite.name
gregtech:gt.meta.dustSmall:8250, oredict.dustSmallBlack.name
gregtech:gt.meta.dustSmall:8251, oredict.dustSmallRed.name
gregtech:gt.meta.dustSmall:8252, oredict.dustSmallGreen.name
gregtech:gt.meta.dustSmall:8253, oredict.dustSmallBrown.name
gregtech:gt.meta.dustSmall:8254, oredict.dustSmallBlue.name
gregtech:gt.meta.dustSmall:8255, oredict.dustSmallPurple.name
gregtech:gt.meta.dustSmall:8256, oredict.dustSmallCyan.name
gregtech:gt.meta.dustSmall:8257, oredict.dustSmallLightGray.name
gregtech:gt.meta.dustSmall:8258, oredict.dustSmallGray.name
gregtech:gt.meta.dustSmall:8259, oredict.dustSmallPink.name
gregtech:gt.meta.dustSmall:8260, oredict.dustSmallLime.name
gregtech:gt.meta.dustSmall:8261, oredict.dustSmallYellow.name
gregtech:gt.meta.dustSmall:8262, oredict.dustSmallLightBlue.name
gregtech:gt.meta.dustSmall:8263, oredict.dustSmallMagenta.name
gregtech:gt.meta.dustSmall:8264, oredict.dustSmallOrange.name
gregtech:gt.meta.dustSmall:8265, oredict.dustSmallWhite.name
gregtech:gt.meta.dustSmall:8266, oredict.dustSmallAsphalt.name
gregtech:gt.meta.dustSmall:8267, oredict.dustSmallWoodPolished.name
gregtech:gt.meta.dustSmall:8268, oredict.dustSmallSodiumHydroxide.name
gregtech:gt.meta.dustSmall:8269, oredict.dustSmallSodiumSulfite.name
gregtech:gt.meta.dustSmall:8270, oredict.dustSmallSodiumSulfate.name
gregtech:gt.meta.dustSmall:8271, oredict.dustSmallPotassiumSulfate.name
gregtech:gt.meta.dustSmall:8272, oredict.dustSmallPotassiumSulfide.name
gregtech:gt.meta.dustSmall:8273, oredict.dustSmallPorcelain.name
gregtech:gt.meta.dustSmall:8274, oredict.dustSmallCalciumSulfate.name
gregtech:gt.meta.dustSmall:8275, oredict.dustSmallBark.name
gregtech:gt.meta.dustSmall:8276, oredict.dustSmallClayBrown.name
gregtech:gt.meta.dustSmall:8277, oredict.dustSmallPetrifiedWood.name
gregtech:gt.meta.dustSmall:8280, oredict.dustSmallWaxAmnesic.name
gregtech:gt.meta.dustSmall:8281, oredict.dustSmallWaxSoulful.name
gregtech:gt.meta.dustSmall:8298, oredict.dustSmallEnergiumRed.name
gregtech:gt.meta.dustSmall:8299, oredict.dustSmallEnergiumCyan.name
gregtech:gt.meta.dustSmall:8300, oredict.dustSmallDiamond.name
gregtech:gt.meta.dustSmall:8301, oredict.dustSmallEmerald.name
gregtech:gt.meta.dustSmall:8302, oredict.dustSmallRuby.name
gregtech:gt.meta.dustSmall:8303, oredict.dustSmallBalasRuby.name
gregtech:gt.meta.dustSmall:8304, oredict.dustSmallSapphire.name
gregtech:gt.meta.dustSmall:8305, oredict.dustSmallGreenSapphire.name
gregtech:gt.meta.dustSmall:8306, oredict.dustSmallTopaz.name
gregtech:gt.meta.dustSmall:8307, oredict.dustSmallBlueTopaz.name
gregtech:gt.meta.dustSmall:8308, oredict.dustSmallTanzanite.name
gregtech:gt.meta.dustSmall:8309, oredict.dustSmallRedJasper.name
gregtech:gt.meta.dustSmall:8310, oredict.dustSmallAmber.name
gregtech:gt.meta.dustSmall:8311, oredict.dustSmallOlivine.name
gregtech:gt.meta.dustSmall:8312, oredict.dustSmallOpal.name
gregtech:gt.meta.dustSmall:8313, oredict.dustSmallAmethyst.name
gregtech:gt.meta.dustSmall:8314, oredict.dustSmallOrangeSapphire.name
gregtech:gt.meta.dustSmall:8315, oredict.dustSmallYellowSapphire.name
gregtech:gt.meta.dustSmall:8317, oredict.dustSmallDilithium.name
gregtech:gt.meta.dustSmall:8318, oredict.dustSmallEnderPearl.name
gregtech:gt.meta.dustSmall:8319, oredict.dustSmallEnderEye.name
gregtech:gt.meta.dustSmall:8320, oredict.dustSmallNetherStar.name
gregtech:gt.meta.dustSmall:8321, oredict.dustSmallJade.name
gregtech:gt.meta.dustSmall:8322, oredict.dustSmallCraponite.name
gregtech:gt.meta.dustSmall:8323, oredict.dustSmallAquamarine.name
gregtech:gt.meta.dustSmall:8324, oredict.dustSmallMorganite.name
gregtech:gt.meta.dustSmall:8325, oredict.dustSmallDioptase.name
gregtech:gt.meta.dustSmall:8326, oredict.dustSmallSpinel.name
gregtech:gt.meta.dustSmall:8328, oredict.dustSmallBlueSapphire.name
gregtech:gt.meta.dustSmall:8330, oredict.dustSmallLazurite.name
gregtech:gt.meta.dustSmall:8331, oredict.dustSmallSodalite.name
gregtech:gt.meta.dustSmall:8332, oredict.dustSmallLapis.name
gregtech:gt.meta.dustSmall:8333, oredict.dustSmallRedstone.name
gregtech:gt.meta.dustSmall:8334, oredict.dustSmallCoal.name
gregtech:gt.meta.dustSmall:8335, oredict.dustSmallHydratedCoal.name
gregtech:gt.meta.dustSmall:8336, oredict.dustSmallCharcoal.name
gregtech:gt.meta.dustSmall:8337, oredict.dustSmallLignite.name
gregtech:gt.meta.dustSmall:8338, oredict.dustSmallMonazite.name
gregtech:gt.meta.dustSmall:8341, oredict.dustSmallGlowstone.name
gregtech:gt.meta.dustSmall:8342, oredict.dustSmallFirestone.name
gregtech:gt.meta.dustSmall:8346, oredict.dustSmallNetherQuartz.name
gregtech:gt.meta.dustSmall:8347, oredict.dustSmallCertusQuartz.name
gregtech:gt.meta.dustSmall:8348, oredict.dustSmallChargedCertusQuartz.name
gregtech:gt.meta.dustSmall:8349, oredict.dustSmallCoalCoke.name
gregtech:gt.meta.dustSmall:8360, oredict.dustSmallPeat.name
gregtech:gt.meta.dustSmall:8361, oredict.dustSmallPeatBituminous.name
gregtech:gt.meta.dustSmall:8365, oredict.dustSmallLigniteCoke.name
gregtech:gt.meta.dustSmall:8373, oredict.dustSmallEctoplasm.name
gregtech:gt.meta.dustSmall:8383, oredict.dustSmallPurpleSapphire.name
gregtech:gt.meta.dustSmall:8384, oredict.dustSmallHeliodor.name
gregtech:gt.meta.dustSmall:8385, oredict.dustSmallGoshenite.name
gregtech:gt.meta.dustSmall:8386, oredict.dustSmallBixbite.name
gregtech:gt.meta.dustSmall:8387, oredict.dustSmallMaxixe.name
gregtech:gt.meta.dustSmall:8388, oredict.dustSmallAlexandrite.name
gregtech:gt.meta.dustSmall:8389, oredict.dustSmallFluix.name
gregtech:gt.meta.dustSmall:8390, oredict.dustSmallPetroleumCoke.name
gregtech:gt.meta.dustSmall:8415, oredict.dustSmallOnyxRed.name
gregtech:gt.meta.dustSmall:8416, oredict.dustSmallOnyxBlack.name
gregtech:gt.meta.dustSmall:8417, oredict.dustSmallAmazonite.name
gregtech:gt.meta.dustSmall:8418, oredict.dustSmallBamboo.name
gregtech:gt.meta.dustSmall:8419, oredict.dustSmallZircon.name
gregtech:gt.meta.dustSmall:8420, oredict.dustSmallAzurite.name
gregtech:gt.meta.dustSmall:8421, oredict.dustSmallEudialyte.name
gregtech:gt.meta.dustSmall:8423, oredict.dustSmallDiamondIndustrial.name
gregtech:gt.meta.dustSmall:8424, oredict.dustSmallPinkDiamond.name
gregtech:gt.meta.dustSmall:8425, oredict.dustSmallOceanJasper.name
gregtech:gt.meta.dustSmall:8426, oredict.dustSmallRainforestJasper.name
gregtech:gt.meta.dustSmall:8427, oredict.dustSmallBlueJasper.name
gregtech:gt.meta.dustSmall:8428, oredict.dustSmallGreenJasper.name
gregtech:gt.meta.dustSmall:8429, oredict.dustSmallYellowJasper.name
gregtech:gt.meta.dustSmall:8430, oredict.dustSmallTigerEye.name
gregtech:gt.meta.dustSmall:8431, oredict.dustSmallCatsEye.name
gregtech:gt.meta.dustSmall:8432, oredict.dustSmallDragonEye.name
gregtech:gt.meta.dustSmall:8433, oredict.dustSmallHawksEye.name
gregtech:gt.meta.dustSmall:8434, oredict.dustSmallBlackEye.name
gregtech:gt.meta.dustSmall:8435, oredict.dustSmallTigerIron.name
gregtech:gt.meta.dustSmall:8436, oredict.dustSmallRedFluorite.name
gregtech:gt.meta.dustSmall:8437, oredict.dustSmallPinkFluorite.name
gregtech:gt.meta.dustSmall:8438, oredict.dustSmallBlueFluorite.name
gregtech:gt.meta.dustSmall:8439, oredict.dustSmallGreenFluorite.name
gregtech:gt.meta.dustSmall:8440, oredict.dustSmallBlackFluorite.name
gregtech:gt.meta.dustSmall:8441, oredict.dustSmallWhiteFluorite.name
gregtech:gt.meta.dustSmall:8442, oredict.dustSmallYellowFluorite.name
gregtech:gt.meta.dustSmall:8443, oredict.dustSmallOrangeFluorite.name
gregtech:gt.meta.dustSmall:8444, oredict.dustSmallMagentaFluorite.name
gregtech:gt.meta.dustSmall:8445, oredict.dustSmallMilkyQuartz.name
gregtech:gt.meta.dustSmall:8446, oredict.dustSmallBrownAventurine.name
gregtech:gt.meta.dustSmall:8447, oredict.dustSmallYellowAventurine.name
gregtech:gt.meta.dustSmall:8448, oredict.dustSmallGreenAventurine.name
gregtech:gt.meta.dustSmall:8449, oredict.dustSmallBlackAventurine.name
gregtech:gt.meta.dustSmall:8450, oredict.dustSmallBlueAventurine.name
gregtech:gt.meta.dustSmall:8451, oredict.dustSmallRedAventurine.name
gregtech:gt.meta.dustSmall:8455, oredict.dustSmallClayRed.name
gregtech:gt.meta.dustSmall:8456, oredict.dustSmallGloomstone.name
gregtech:gt.meta.dustSmall:8457, oredict.dustSmallVoidQuartz.name
gregtech:gt.meta.dustSmall:8458, oredict.dustSmallBluePhosphorus.name
gregtech:gt.meta.dustSmall:8459, oredict.dustSmallRedPhosphorus.name
gregtech:gt.meta.dustSmall:8460, oredict.dustSmallWhitePhosphorus.name
gregtech:gt.meta.dustSmall:8461, oredict.dustSmallNiobiumPentoxide.name
gregtech:gt.meta.dustSmall:8462, oredict.dustSmallTantalumPentoxide.name
gregtech:gt.meta.dustSmall:8463, oredict.dustSmallSugilite.name
gregtech:gt.meta.dustSmall:8464, oredict.dustSmallBlueDiamond.name
gregtech:gt.meta.dustSmall:8465, oredict.dustSmallGreenDiamond.name
gregtech:gt.meta.dustSmall:8466, oredict.dustSmallPurpleDiamond.name
gregtech:gt.meta.dustSmall:8467, oredict.dustSmallRedDiamond.name
gregtech:gt.meta.dustSmall:8468, oredict.dustSmallYellowDiamond.name
gregtech:gt.meta.dustSmall:8500, oredict.dustSmallStone.name
gregtech:gt.meta.dustSmall:8501, oredict.dustSmallConcrete.name
gregtech:gt.meta.dustSmall:8502, oredict.dustSmallNetherrack.name
gregtech:gt.meta.dustSmall:8503, oredict.dustSmallNetherBrick.name
gregtech:gt.meta.dustSmall:8504, oredict.dustSmallEndstone.name
gregtech:gt.meta.dustSmall:8505, oredict.dustSmallBasalt.name
gregtech:gt.meta.dustSmall:8506, oredict.dustSmallMarble.name
gregtech:gt.meta.dustSmall:8507, oredict.dustSmallGraniteRed.name
gregtech:gt.meta.dustSmall:8508, oredict.dustSmallGraniteBlack.name
gregtech:gt.meta.dustSmall:8509, oredict.dustSmallRedrock.name
gregtech:gt.meta.dustSmall:8511, oredict.dustSmallDiorite.name
gregtech:gt.meta.dustSmall:8512, oredict.dustSmallSpaceStone.name
gregtech:gt.meta.dustSmall:8513, oredict.dustSmallMoonStone.name
gregtech:gt.meta.dustSmall:8514, oredict.dustSmallMoonTurf.name
gregtech:gt.meta.dustSmall:8515, oredict.dustSmallMarsStone.name
gregtech:gt.meta.dustSmall:8516, oredict.dustSmallMarsSand.name
gregtech:gt.meta.dustSmall:8517, oredict.dustSmallUmber.name
gregtech:gt.meta.dustSmall:8518, oredict.dustSmallGranite.name
gregtech:gt.meta.dustSmall:8523, oredict.dustSmallDeadrock.name
gregtech:gt.meta.dustSmall:8599, oredict.dustSmallBedrock.name
gregtech:gt.meta.dustSmall:8600, oredict.dustSmallElectrum.name
gregtech:gt.meta.dustSmall:8601, oredict.dustSmallSterlingSilver.name
gregtech:gt.meta.dustSmall:8602, oredict.dustSmallRoseGold.name
gregtech:gt.meta.dustSmall:8603, oredict.dustSmallAngmallen.name
gregtech:gt.meta.dustSmall:8604, oredict.dustSmallGoldInductive.name
gregtech:gt.meta.dustSmall:8605, oredict.dustSmallCdInAgAlloy.name
gregtech:gt.meta.dustSmall:8606, oredict.dustSmallGildedIron.name
gregtech:gt.meta.dustSmall:8610, oredict.dustSmallBronze.name
gregtech:gt.meta.dustSmall:8611, oredict.dustSmallBlackBronze.name
gregtech:gt.meta.dustSmall:8612, oredict.dustSmallBismuthBronze.name
gregtech:gt.meta.dustSmall:8613, oredict.dustSmallHepatizon.name
gregtech:gt.meta.dustSmall:8620, oredict.dustSmallBrass.name
gregtech:gt.meta.dustSmall:8621, oredict.dustSmallCobaltBrass.name
gregtech:gt.meta.dustSmall:8630, oredict.dustSmallSteel.name
gregtech:gt.meta.dustSmall:8631, oredict.dustSmallBlackSteel.name
gregtech:gt.meta.dustSmall:8632, oredict.dustSmallBlueSteel.name
gregtech:gt.meta.dustSmall:8633, oredict.dustSmallRedSteel.name
gregtech:gt.meta.dustSmall:8634, oredict.dustSmallDamascusSteel.name
gregtech:gt.meta.dustSmall:8635, oredict.dustSmallTungstensteel.name
gregtech:gt.meta.dustSmall:8636, oredict.dustSmallStainlessSteel.name
gregtech:gt.meta.dustSmall:8638, oredict.dustSmallTungstenCarbide.name
gregtech:gt.meta.dustSmall:8642, oredict.dustSmallPigIron.name
gregtech:gt.meta.dustSmall:8649, oredict.dustSmallMeteoricIron.name
gregtech:gt.meta.dustSmall:8650, oredict.dustSmallMeteoricSteel.name
gregtech:gt.meta.dustSmall:8651, oredict.dustSmallSteelGalvanized.name
gregtech:gt.meta.dustSmall:8653, oredict.dustSmallVanadiumSteel.name
gregtech:gt.meta.dustSmall:8654, oredict.dustSmallTitaniumGold.name
gregtech:gt.meta.dustSmall:8657, oredict.dustSmallPurpleAlloy.name
gregtech:gt.meta.dustSmall:8660, oredict.dustSmallRedAlloy.name
gregtech:gt.meta.dustSmall:8661, oredict.dustSmallInvar.name
gregtech:gt.meta.dustSmall:8662, oredict.dustSmallConstantan.name
gregtech:gt.meta.dustSmall:8663, oredict.dustSmallNichrome.name
gregtech:gt.meta.dustSmall:8664, oredict.dustSmallKanthal.name
gregtech:gt.meta.dustSmall:8665, oredict.dustSmallMagnalium.name
gregtech:gt.meta.dustSmall:8666, oredict.dustSmallUltimet.name
gregtech:gt.meta.dustSmall:8667, oredict.dustSmallTinAlloy.name
gregtech:gt.meta.dustSmall:8668, oredict.dustSmallBatteryAlloy.name
gregtech:gt.meta.dustSmall:8669, oredict.dustSmallSolderingAlloy.name
gregtech:gt.meta.dustSmall:8672, oredict.dustSmallIronwood.name
gregtech:gt.meta.dustSmall:8673, oredict.dustSmallSteeleaf.name
gregtech:gt.meta.dustSmall:8674, oredict.dustSmallKnightmetal.name
gregtech:gt.meta.dustSmall:8675, oredict.dustSmallFierySteel.name
gregtech:gt.meta.dustSmall:8676, oredict.dustSmallAstralSilver.name
gregtech:gt.meta.dustSmall:8677, oredict.dustSmallMidasium.name
gregtech:gt.meta.dustSmall:8678, oredict.dustSmallMithril.name
gregtech:gt.meta.dustSmall:8682, oredict.dustSmallOsmiridium.name
gregtech:gt.meta.dustSmall:8683, oredict.dustSmallSunnarium.name
gregtech:gt.meta.dustSmall:8684, oredict.dustSmallTrinaquadalloy.name
gregtech:gt.meta.dustSmall:8685, oredict.dustSmallChromiumDioxide.name
gregtech:gt.meta.dustSmall:8686, oredict.dustSmallVanadiumGallium.name
gregtech:gt.meta.dustSmall:8687, oredict.dustSmallYttriumBariumCuprate.name
gregtech:gt.meta.dustSmall:8688, oredict.dustSmallNiobiumNitride.name
gregtech:gt.meta.dustSmall:8689, oredict.dustSmallNiobiumTitanium.name
gregtech:gt.meta.dustSmall:8690, oredict.dustSmallMeteoricBlackSteel.name
gregtech:gt.meta.dustSmall:8691, oredict.dustSmallMeteoricBlueSteel.name
gregtech:gt.meta.dustSmall:8692, oredict.dustSmallMeteoricRedSteel.name
gregtech:gt.meta.dustSmall:8700, oredict.dustSmallAluminiumBrass.name
gregtech:gt.meta.dustSmall:8701, oredict.dustSmallAredrite.name
gregtech:gt.meta.dustSmall:8702, oredict.dustSmallAlumite.name
gregtech:gt.meta.dustSmall:8704, oredict.dustSmallVibraniumSteel.name
gregtech:gt.meta.dustSmall:8705, oredict.dustSmallVibraniumSilver.name
gregtech:gt.meta.dustSmall:8706, oredict.dustSmallVibramantium.name
gregtech:gt.meta.dustSmall:8708, oredict.dustSmallSignalum.name
gregtech:gt.meta.dustSmall:8709, oredict.dustSmallLumium.name
gregtech:gt.meta.dustSmall:8710, oredict.dustSmallEnderium.name
gregtech:gt.meta.dustSmall:8711, oredict.dustSmallElectrumFlux.name
gregtech:gt.meta.dustSmall:8725, oredict.dustSmallPulsatingIron.name
gregtech:gt.meta.dustSmall:8726, oredict.dustSmallVibrantAlloy.name
gregtech:gt.meta.dustSmall:8727, oredict.dustSmallConductiveIron.name
gregtech:gt.meta.dustSmall:8728, oredict.dustSmallEnergeticAlloy.name
gregtech:gt.meta.dustSmall:8729, oredict.dustSmallEnderiumBase.name
gregtech:gt.meta.dustSmall:8730, oredict.dustSmallElectricalSteel.name
gregtech:gt.meta.dustSmall:8731, oredict.dustSmallObsidianSteel.name
gregtech:gt.meta.dustSmall:8732, oredict.dustSmallSoularium.name
gregtech:gt.meta.dustSmall:8733, oredict.dustSmallRedstoneAlloy.name
gregtech:gt.meta.dustSmall:8734, oredict.dustSmallSpectreIron.name
gregtech:gt.meta.dustSmall:8736, oredict.dustSmallEndium.name
gregtech:gt.meta.dustSmall:8744, oredict.dustSmallAncientDebris.name
gregtech:gt.meta.dustSmall:8745, oredict.dustSmallNetherite.name
gregtech:gt.meta.dustSmall:8746, oredict.dustSmallNetherizedDiamond.name
gregtech:gt.meta.dustSmall:8747, oredict.dustSmallEfrine.name
gregtech:gt.meta.dustSmall:8750, oredict.dustSmallDesh.name
gregtech:gt.meta.dustSmall:8751, oredict.dustSmallDuranium.name
gregtech:gt.meta.dustSmall:8752, oredict.dustSmallTritanium.name
gregtech:gt.meta.dustSmall:8753, oredict.dustSmallDolamide.name
gregtech:gt.meta.dustSmall:8755, oredict.dustSmallAdamantite.name
gregtech:gt.meta.dustSmall:8756, oredict.dustSmallDuralumin.name
gregtech:gt.meta.dustSmall:8780, oredict.dustSmallWorkersAlloy.name
gregtech:gt.meta.dustSmall:8782, oredict.dustSmallTartarite.name
gregtech:gt.meta.dustSmall:8784, oredict.dustSmallAdamantine.name
gregtech:gt.meta.dustSmall:8790, oredict.dustSmallTrinitanium.name
gregtech:gt.meta.dustSmall:8791, oredict.dustSmallDraconium.name
gregtech:gt.meta.dustSmall:8793, oredict.dustSmallTitaniumIridium.name
gregtech:gt.meta.dustSmall:8794, oredict.dustSmallTitaniumAluminide.name
gregtech:gt.meta.dustSmall:8796, oredict.dustSmallHSSG.name
gregtech:gt.meta.dustSmall:8797, oredict.dustSmallHSSE.name
gregtech:gt.meta.dustSmall:8798, oredict.dustSmallHSSS.name
gregtech:gt.meta.dustSmall:8802, oredict.dustSmallTantalumHafniumCarbide.name
gregtech:gt.meta.dustSmall:8804, oredict.dustSmallMingrade.name
gregtech:gt.meta.dustSmall:8806, oredict.dustSmallClayCompound.name
gregtech:gt.meta.dustSmall:8807, oredict.dustSmallEndSteel.name
gregtech:gt.meta.dustSmall:8808, oredict.dustSmallEnergeticSilver.name
gregtech:gt.meta.dustSmall:8809, oredict.dustSmallMelodicAlloy.name
gregtech:gt.meta.dustSmall:8810, oredict.dustSmallStellarAlloy.name
gregtech:gt.meta.dustSmall:8811, oredict.dustSmallVividAlloy.name
gregtech:gt.meta.dustSmall:8812, oredict.dustSmallCrystallineAlloy.name
gregtech:gt.meta.dustSmall:8813, oredict.dustSmallCrystallinePinkSlime.name
gregtech:gt.meta.dustSmall:9000, oredict.dustSmallPumice.name
gregtech:gt.meta.dustSmall:9001, oredict.dustSmallDiatomite.name
gregtech:gt.meta.dustSmall:9003, oredict.dustSmallBasalticMineralSand.name
gregtech:gt.meta.dustSmall:9004, oredict.dustSmallGraniticMineralSand.name
gregtech:gt.meta.dustSmall:9005, oredict.dustSmallGarnetSand.name
gregtech:gt.meta.dustSmall:9006, oredict.dustSmallQuartzSand.name
gregtech:gt.meta.dustSmall:9007, oredict.dustSmallUraniumTetrafluoride.name
gregtech:gt.meta.dustSmall:9009, oredict.dustSmallUranium238Tetrafluoride.name
gregtech:gt.meta.dustSmall:9011, oredict.dustSmallUranium235Tetrafluoride.name
gregtech:gt.meta.dustSmall:9100, oredict.dustSmallRareEarth.name
gregtech:gt.meta.dustSmall:9101, oredict.dustSmallAlmandine.name
gregtech:gt.meta.dustSmall:9102, oredict.dustSmallAndradite.name
gregtech:gt.meta.dustSmall:9103, oredict.dustSmallAsbestos.name
gregtech:gt.meta.dustSmall:9104, oredict.dustSmallHematite.name
gregtech:gt.meta.dustSmall:9105, oredict.dustSmallBauxite.name
gregtech:gt.meta.dustSmall:9106, oredict.dustSmallBrownLimonite.name
gregtech:gt.meta.dustSmall:9107, oredict.dustSmallCalcite.name
gregtech:gt.meta.dustSmall:9108, oredict.dustSmallCassiterite.name
gregtech:gt.meta.dustSmall:9109, oredict.dustSmallRealgar.name
gregtech:gt.meta.dustSmall:9110, oredict.dustSmallCelestine.name
gregtech:gt.meta.dustSmall:9111, oredict.dustSmallChalcopyrite.name
gregtech:gt.meta.dustSmall:9112, oredict.dustSmallChalk.name
gregtech:gt.meta.dustSmall:9113, oredict.dustSmallChromite.name
gregtech:gt.meta.dustSmall:9114, oredict.dustSmallCinnabar.name
gregtech:gt.meta.dustSmall:9115, oredict.dustSmallCobaltite.name
gregtech:gt.meta.dustSmall:9116, oredict.dustSmallCooperite.name
gregtech:gt.meta.dustSmall:9117, oredict.dustSmallGalena.name
gregtech:gt.meta.dustSmall:9118, oredict.dustSmallGarnierite.name
gregtech:gt.meta.dustSmall:9119, oredict.dustSmallGrossular.name
gregtech:gt.meta.dustSmall:9120, oredict.dustSmallIlmenite.name
gregtech:gt.meta.dustSmall:9122, oredict.dustSmallMagnetite.name
gregtech:gt.meta.dustSmall:9123, oredict.dustSmallMolybdenite.name
gregtech:gt.meta.dustSmall:9124, oredict.dustSmallPowellite.name
gregtech:gt.meta.dustSmall:9125, oredict.dustSmallPyrite.name
gregtech:gt.meta.dustSmall:9126, oredict.dustSmallPyrolusite.name
gregtech:gt.meta.dustSmall:9127, oredict.dustSmallPyrope.name
gregtech:gt.meta.dustSmall:9128, oredict.dustSmallScheelite.name
gregtech:gt.meta.dustSmall:9129, oredict.dustSmallSpessartine.name
gregtech:gt.meta.dustSmall:9130, oredict.dustSmallSphalerite.name
gregtech:gt.meta.dustSmall:9131, oredict.dustSmallStibnite.name
gregtech:gt.meta.dustSmall:9132, oredict.dustSmallTetrahedrite.name
gregtech:gt.meta.dustSmall:9133, oredict.dustSmallTungstate.name
gregtech:gt.meta.dustSmall:9134, oredict.dustSmallUraninite.name
gregtech:gt.meta.dustSmall:9135, oredict.dustSmallUvarovite.name
gregtech:gt.meta.dustSmall:9136, oredict.dustSmallWulfenite.name
gregtech:gt.meta.dustSmall:9137, oredict.dustSmallYellowLimonite.name
gregtech:gt.meta.dustSmall:9138, oredict.dustSmallPerlite.name
gregtech:gt.meta.dustSmall:9139, oredict.dustSmallBorax.name
gregtech:gt.meta.dustSmall:9140, oredict.dustSmallPotassiumFeldspar.name
gregtech:gt.meta.dustSmall:9141, oredict.dustSmallBiotite.name
gregtech:gt.meta.dustSmall:9143, oredict.dustSmallVanadiumMagnetite.name
gregtech:gt.meta.dustSmall:9144, oredict.dustSmallBastnasite.name
gregtech:gt.meta.dustSmall:9145, oredict.dustSmallPentlandite.name
gregtech:gt.meta.dustSmall:9146, oredict.dustSmallSpodumene.name
gregtech:gt.meta.dustSmall:9147, oredict.dustSmallPollucite.name
gregtech:gt.meta.dustSmall:9148, oredict.dustSmallTantalite.name
gregtech:gt.meta.dustSmall:9149, oredict.dustSmallLepidolite.name
gregtech:gt.meta.dustSmall:9150, oredict.dustSmallGlauconite.name
gregtech:gt.meta.dustSmall:9152, oredict.dustSmallVermiculite.name
gregtech:gt.meta.dustSmall:9153, oredict.dustSmallBentonite.name
gregtech:gt.meta.dustSmall:9154, oredict.dustSmallPalygorskite.name
gregtech:gt.meta.dustSmall:9155, oredict.dustSmallPitchblende.name
gregtech:gt.meta.dustSmall:9156, oredict.dustSmallMalachite.name
gregtech:gt.meta.dustSmall:9157, oredict.dustSmallMirabilite.name
gregtech:gt.meta.dustSmall:9158, oredict.dustSmallMica.name
gregtech:gt.meta.dustSmall:9159, oredict.dustSmallTrona.name
gregtech:gt.meta.dustSmall:9160, oredict.dustSmallBarite.name
gregtech:gt.meta.dustSmall:9161, oredict.dustSmallGypsum.name
gregtech:gt.meta.dustSmall:9162, oredict.dustSmallAlunite.name
gregtech:gt.meta.dustSmall:9163, oredict.dustSmallDolomite.name
gregtech:gt.meta.dustSmall:9164, oredict.dustSmallWollastonite.name
gregtech:gt.meta.dustSmall:9165, oredict.dustSmallZeolite.name
gregtech:gt.meta.dustSmall:9166, oredict.dustSmallKyanite.name
gregtech:gt.meta.dustSmall:9167, oredict.dustSmallKaolinite.name
gregtech:gt.meta.dustSmall:9169, oredict.dustSmallTalc.name
gregtech:gt.meta.dustSmall:9170, oredict.dustSmallGneiss.name
gregtech:gt.meta.dustSmall:9171, oredict.dustSmallGreenschist.name
gregtech:gt.meta.dustSmall:9172, oredict.dustSmallGreenstone.name
gregtech:gt.meta.dustSmall:9173, oredict.dustSmallGreywacke.name
gregtech:gt.meta.dustSmall:9174, oredict.dustSmallGraphite.name
gregtech:gt.meta.dustSmall:9176, oredict.dustSmallGabbro.name
gregtech:gt.meta.dustSmall:9177, oredict.dustSmallKomatiite.name
